"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
4.207574270E2,-2.201424852E1,-4.791728309E1,8.093264190E2,5.639999866E0,3.047999878E2,3.813066006E0,2.500000000E0
4.217574270E2,-2.201421721E1,-4.791733356E1,8.094303815E2,6.750000000E0,3.041000061E2,3.830426455E0,2.500000000E0
4.227574270E2,-2.201418086E1,-4.791739214E1,8.094801578E2,7.869999886E0,3.032999878E2,3.798824549E0,2.500000000E0
4.237574270E2,-2.201414020E1,-4.791745701E1,8.094646368E2,8.180000305E0,3.035000000E2,3.806903601E0,2.500000000E0
4.247574270E2,-2.201409801E1,-4.791752428E1,8.094659654E2,8.840000153E0,3.037999878E2,3.799114466E0,2.500000000E0
4.257574270E2,-2.201405101E1,-4.791759580E1,8.096772631E2,9.409999847E0,3.050000000E2,3.793970108E0,2.500000000E0
4.267574270E2,-2.201399936E1,-4.791767414E1,8.100388405E2,9.750000000E0,3.060000000E2,3.798819065E0,2.500000000E0
4.277574270E2,-2.201394578E1,-4.791775086E1,8.101820335E2,1.018999958E1,3.067999878E2,3.797860384E0,2.500000000E0
4.287574270E2,-2.201389162E1,-4.791783434E1,8.104313141E2,1.057999992E1,3.036000061E2,3.797509909E0,2.500000000E0
4.297574270E2,-2.201383481E1,-4.791791962E1,8.103191483E2,1.100000000E1,3.012999878E2,3.797578096E0,2.500000000E0
4.307574270E2,-2.201377444E1,-4.791801069E1,8.104323335E2,1.135000038E1,3.020000000E2,3.803975105E0,2.500000000E0
4.317574270E2,-2.201371484E1,-4.791809809E1,8.106177795E2,1.139999962E1,3.032999878E2,3.843895674E0,2.500000000E0
4.327574270E2,-2.201365238E1,-4.791819475E1,8.106103674E2,1.211999989E1,3.042999878E2,3.798913956E0,2.500000000E0
4.337574270E2,-2.201358914E1,-4.791828894E1,8.103662584E2,1.260999966E1,3.046000061E2,3.802119017E0,2.500000000E0
4.347574270E2,-2.201351817E1,-4.791839112E1,8.103081992E2,1.305000019E1,3.053999939E2,3.798161507E0,2.500000000E0
4.357574270E2,-2.201344680E1,-4.791849555E1,8.105261439E2,1.331999969E1,3.053999939E2,3.797713280E0,2.500000000E0
4.367574270E2,-2.201337677E1,-4.791860102E1,8.108119600E2,1.338000011E1,3.047000122E2,3.799130440E0,2.500000000E0
4.377574270E2,-2.201330578E1,-4.791870968E1,8.109281029E2,1.344999981E1,3.048999939E2,3.803489685E0,2.500000000E0
4.387574270E2,-2.201323803E1,-4.791881056E1,8.113312217E2,1.318000031E1,3.052000122E2,3.798353672E0,2.500000000E0
4.397574270E2,-2.201316886E1,-4.791891481E1,8.114787301E2,1.303999996E1,3.052999878E2,3.798535824E0,2.500000000E0
4.407574270E2,-2.201310215E1,-4.791901304E1,8.115960784E2,1.294999981E1,3.061000061E2,3.797797918E0,2.500000000E0
4.417574270E2,-2.201303331E1,-4.791911788E1,8.119655112E2,1.302999973E1,3.071000061E2,3.801297426E0,2.500000000E0
4.427574270E2,-2.201296299E1,-4.791922068E1,8.121716124E2,1.306999969E1,3.076000061E2,3.799160957E0,2.500000000E0
4.437574270E2,-2.201289354E1,-4.791931866E1,8.130776585E2,1.265999985E1,3.073999939E2,3.813099146E0,2.500000000E0
4.447574270E2,-2.201282735E1,-4.791941539E1,8.134522069E2,1.246000004E1,3.068999939E2,3.802598000E0,2.500000000E0
4.457574270E2,-2.201275917E1,-4.791951358E1,8.139306401E2,1.226000023E1,3.062000122E2,3.802875519E0,2.500000000E0
4.467574270E2,-2.201269635E1,-4.791960547E1,8.143324021E2,1.192000008E1,3.061000061E2,3.804039001E0,2.500000000E0
4.477574270E2,-2.201263497E1,-4.791969642E1,8.146743476E2,1.144999981E1,3.061000061E2,3.796608925E0,2.500000000E0
4.487574270E2,-2.201257783E1,-4.791978350E1,8.149082534E2,1.072999954E1,3.058999939E2,3.797839403E0,2.500000000E0
4.497574270E2,-2.201252654E1,-4.791986230E1,8.144150948E2,9.470000267E0,3.060000000E2,3.795417547E0,2.500000000E0
4.507574270E2,-2.201247895E1,-4.791993301E1,8.145033451E2,8.640000343E0,3.058999939E2,3.804969072E0,2.500000000E0
4.517574270E2,-2.201243773E1,-4.791999757E1,8.146015935E2,7.539999962E0,3.057999878E2,3.796197891E0,2.500000000E0
4.527574270E2,-2.201240367E1,-4.792004829E1,8.144167398E2,5.780000210E0,3.062999878E2,3.798888445E0,2.571717501E0
4.537574270E2,-2.201237388E1,-4.792009137E1,8.144447647E2,5.059999943E0,3.065000000E2,3.801305056E0,2.500000000E0
4.547574270E2,-2.201234615E1,-4.792013169E1,8.144621650E2,5.559999943E0,3.056000061E2,3.800556898E0,2.500000000E0
4.557574270E2,-2.201231371E1,-4.792018143E1,8.147957416E2,6.800000191E0,3.056000061E2,3.798561096E0,2.500000000E0
4.567574270E2,-2.201227406E1,-4.792024191E1,8.147501853E2,8.109999657E0,3.056000061E2,3.797449112E0,2.500000000E0
4.577574270E2,-2.201222969E1,-4.792030984E1,8.150199487E2,9.010000229E0,3.061000061E2,3.795301676E0,2.500000000E0
4.587574270E2,-2.201217992E1,-4.792038636E1,8.151671672E2,9.890000343E0,3.057999878E2,3.802019596E0,2.500000000E0
4.597574270E2,-2.201212675E1,-4.792046844E1,8.153241602E2,1.069999981E1,3.057999878E2,3.798428059E0,2.500000000E0
4.607574270E2,-2.201206780E1,-4.792055348E1,8.151769613E2,1.143999958E1,3.057999878E2,3.794857264E0,2.500000000E0
4.617574270E2,-2.201200783E1,-4.792064595E1,8.154832631E2,1.176000023E1,3.053999939E2,3.795379400E0,2.500000000E0
4.627574270E2,-2.201194497E1,-4.792074075E1,8.158071478E2,1.206000042E1,3.056000061E2,3.806835651E0,2.500000000E0
4.637574270E2,-2.201188107E1,-4.792083719E1,8.164653856E2,1.228999996E1,3.060000000E2,3.804325581E0,2.500000000E0
4.647574270E2,-2.201181528E1,-4.792093166E1,8.173904680E2,1.247000027E1,3.061000061E2,3.797164917E0,2.500000000E0
4.657574270E2,-2.201174989E1,-4.792102799E1,8.181988532E2,1.267000008E1,3.062999878E2,3.799206018E0,2.500000000E0
4.667574270E2,-2.201167939E1,-4.792113029E1,8.190970926E2,1.281000042E1,3.063999939E2,3.812378168E0,2.500000000E0
4.677574270E2,-2.201161102E1,-4.792122938E1,8.196668355E2,1.294999981E1,3.067000122E2,3.811901808E0,2.500000000E0
4.687574270E2,-2.201154277E1,-4.792133000E1,8.198881916E2,1.277000046E1,3.058999939E2,3.804182529E0,2.500000000E0
4.697574270E2,-2.201147433E1,-4.792142964E1,8.205863532E2,1.250000000E1,3.052999878E2,3.797659636E0,2.500000000E0
4.707574270E2,-2.201141279E1,-4.792152603E1,8.210511079E2,1.231000042E1,3.042999878E2,3.798957586E0,2.500000000E0
4.717574270E2,-2.201135455E1,-4.792162658E1,8.217233850E2,1.203999996E1,3.025000000E2,3.795825005E0,2.500000000E0
4.727574270E2,-2.201130090E1,-4.792172398E1,8.225694835E2,1.168999958E1,3.000000000E2,3.817534208E0,2.500000000E0
4.737574270E2,-2.201125159E1,-4.792181995E1,8.229661145E2,1.121000004E1,2.972999878E2,3.803689480E0,2.500000000E0
4.747658135E2,-2.201121735E1,-4.792190436E1,8.211173605E2,1.027999973E1,2.935000000E2,3.790092468E0,2.500000000E0
4.757651770E2,-2.201118603E1,-4.792198960E1,8.214180196E2,9.460000038E0,2.906000061E2,3.790092468E0,2.500000000E0
4.767663504E2,-2.201115751E1,-4.792206732E1,8.213400058E2,8.779999733E0,2.877999878E2,3.790092468E0,2.500000000E0
4.777663710E2,-2.201113699E1,-4.792214179E1,8.215298052E2,7.820000172E0,2.856000061E2,3.790092468E0,2.500000000E0
4.787649139E2,-2.201112029E1,-4.792219879E1,8.214562756E2,6.070000172E0,2.841000061E2,3.790092468E0,2.500000000E0
4.797647568E2,-2.201110980E1,-4.792224539E1,8.216302882E2,4.800000191E0,2.841000061E2,3.790092468E0,2.500000000E0
4.807658165E2,-2.201110223E1,-4.792229439E1,8.219161181E2,5.300000191E0,2.807999878E2,3.790092468E0,2.500000000E0
4.817647305E2,-2.201108994E1,-4.792234967E1,8.220064019E2,6.239999771E0,2.795000000E2,3.790092468E0,2.500000000E0
4.827441126E2,-2.201108582E1,-4.792242775E1,8.232336704E2,7.840000153E0,2.772999878E2,3.814795494E0,2.500000000E0
4.837468215E2,-2.201107947E1,-4.792250615E1,8.236816438E2,8.579999924E0,2.746000061E2,3.809364557E0,2.500000000E0
4.847474042E2,-2.201107292E1,-4.792259114E1,8.237906360E2,9.250000000E0,2.733999939E2,3.799480915E0,2.500000000E0
4.857455912E2,-2.201106982E1,-4.792268791E1,8.242879456E2,1.000000000E1,2.710000000E2,3.804142714E0,2.500000000E0
4.867489779E2,-2.201107077E1,-4.792278682E1,8.248348156E2,1.072999954E1,2.687000122E2,3.796723604E0,2.500000000E0
4.877460084E2,-2.201107668E1,-4.792289375E1,8.253156519E2,1.127999973E1,2.661000061E2,3.798841953E0,2.500000000E0
4.887460084E2,-2.201108821E1,-4.792300209E1,8.259156267E2,1.146000004E1,2.631000061E2,3.827138662E0,2.500000000E0
4.897460084E2,-2.201110533E1,-4.792311074E1,8.262787819E2,1.164999962E1,2.593999939E2,3.795120239E0,2.500000000E0
4.907460084E2,-2.201113032E1,-4.792322220E1,8.265091228E2,1.148999977E1,2.558000031E2,3.797761679E0,2.500000000E0
4.917460084E2,-2.201115952E1,-4.792332725E1,8.271083497E2,1.142000008E1,2.518000031E2,3.816095352E0,2.500000000E0
4.927460084E2,-2.201119147E1,-4.792342643E1,8.275879389E2,1.102999973E1,2.496000061E2,3.792833090E0,2.500000000E0
4.937460084E2,-2.201122581E1,-4.792352822E1,8.281531010E2,1.056999969E1,2.503999939E2,3.803352833E0,2.500000000E0
4.947460084E2,-2.201125151E1,-4.792362521E1,8.285947279E2,1.014000034E1,2.576000061E2,3.796224594E0,2.500000000E0
4.957460084E2,-2.201125993E1,-4.792372056E1,8.292303339E2,9.619999886E0,2.712999878E2,3.795478582E0,2.500000000E0
4.967460084E2,-2.201124781E1,-4.792381329E1,8.295962969E2,9.939999580E0,2.828999939E2,3.793035984E0,2.500000000E0
4.977460084E2,-2.201123631E1,-4.792390851E1,8.296712469E2,9.989999771E0,2.742999878E2,3.800556183E0,2.500000000E0
4.987460084E2,-2.201124712E1,-4.792399866E1,8.301891694E2,9.600000381E0,2.540000000E2,3.799336195E0,2.500000000E0
4.997460084E2,-2.201128694E1,-4.792407861E1,8.305239552E2,1.003999996E1,2.306999969E2,3.799696207E0,2.500000000E0
5.007460084E2,-2.201135582E1,-4.792413887E1,8.304175364E2,1.036999989E1,2.096000061E2,3.796591520E0,2.500000000E0
5.017460084E2,-2.201143716E1,-4.792418994E1,8.309610008E2,1.065999985E1,2.086999969E2,3.796650887E0,2.500000000E0
5.027460084E2,-2.201151581E1,-4.792425055E1,8.312718123E2,1.089999962E1,2.186999969E2,3.828960896E0,2.500000000E0
5.037460084E2,-2.201158803E1,-4.792433044E1,8.316683443E2,1.159000015E1,2.310000000E2,3.797069073E0,2.500000000E0
5.047460084E2,-2.201165248E1,-4.792441832E1,8.320491439E2,1.193999958E1,2.366999969E2,3.799630165E0,2.500000000E0
5.057460084E2,-2.201171431E1,-4.792452011E1,8.320089413E2,1.259000015E1,2.418000031E2,3.793387651E0,2.500000000E0
5.067460084E2,-2.201177432E1,-4.792463065E1,8.326253665E2,1.313000011E1,2.416999969E2,3.795727015E0,2.500000000E0
5.077460084E2,-2.201183228E1,-4.792474473E1,8.328794925E2,1.360999966E1,2.426999969E2,3.795839548E0,2.500000000E0
5.087460084E2,-2.201188700E1,-4.792486226E1,8.332807196E2,1.406000042E1,2.438999939E2,3.793630838E0,2.500000000E0
5.097460084E2,-2.201194356E1,-4.792499141E1,8.335913830E2,1.440999985E1,2.461999969E2,3.796084881E0,2.500000000E0
5.107460084E2,-2.201199383E1,-4.792511901E1,8.338411357E2,1.448999977E1,2.481000061E2,3.799062729E0,2.500000000E0
5.117460084E2,-2.201203893E1,-4.792524990E1,8.342396994E2,1.410000038E1,2.508999939E2,3.809561491E0,2.500000000E0
5.127460084E2,-2.201207476E1,-4.792537251E1,8.344776148E2,1.356999969E1,2.541000061E2,3.799251556E0,2.500000000E0
5.137460084E2,-2.201209698E1,-4.792549948E1,8.345419603E2,1.322000027E1,2.627000122E2,3.793020487E0,2.500000000E0
5.147460084E2,-2.201209977E1,-4.792562993E1,8.346783442E2,1.284000015E1,2.732000122E2,3.803481102E0,2.500000000E0
5.157460084E2,-2.201208344E1,-4.792574828E1,8.346532273E2,1.271000004E1,2.826000061E2,3.798892498E0,2.500000000E0
5.167460084E2,-2.201205015E1,-4.792586815E1,8.348418684E2,1.251000023E1,2.877999878E2,3.802681446E0,2.500000000E0
5.177460084E2,-2.201201730E1,-4.792598137E1,8.345612630E2,1.189000034E1,2.852999878E2,3.795041084E0,2.500000000E0
5.187460084E2,-2.201198948E1,-4.792608508E1,8.348510775E2,1.068000031E1,2.846000061E2,3.794781208E0,2.500000000E0
5.197460084E2,-2.201195312E1,-4.792617646E1,8.348687883E2,1.001000023E1,2.955000000E2,3.799093723E0,2.500000000E0
5.207460084E2,-2.201189968E1,-4.792625220E1,8.349724291E2,1.023999977E1,3.127000122E2,3.798286200E0,2.500000000E0
5.217460084E2,-2.201182603E1,-4.792631181E1,8.353436422E2,1.038000011E1,3.296000061E2,3.796429157E0,2.500000000E0
5.227460084E2,-2.201173913E1,-4.792634794E1,8.351274336E2,1.053999996E1,3.422999878E2,3.797789097E0,2.500000000E0
5.237460084E2,-2.201164456E1,-4.792637553E1,8.351552384E2,1.096000004E1,3.457000122E2,3.809069395E0,2.500000000E0
5.247460084E2,-2.201154841E1,-4.792640750E1,8.352694753E2,1.165999985E1,3.375000000E2,3.793619871E0,2.500000000E0
5.257460084E2,-2.201145104E1,-4.792646170E1,8.351653557E2,1.207999992E1,3.231000061E2,3.794985771E0,2.500000000E0
5.267460084E2,-2.201136236E1,-4.792653585E1,8.351427970E2,1.256000042E1,3.153999939E2,3.795876741E0,2.500000000E0
5.277460084E2,-2.201127508E1,-4.792661833E1,8.351190267E2,1.311999989E1,3.155000000E2,3.800630093E0,2.500000000E0
5.287460084E2,-2.201119035E1,-4.792670842E1,8.354766114E2,1.352000046E1,3.122999878E2,3.800861835E0,2.500000000E0
5.297460084E2,-2.201111096E1,-4.792680407E1,8.355573437E2,1.393999958E1,3.078999939E2,3.792341948E0,2.500000000E0
5.307460084E2,-2.201103316E1,-4.792691833E1,8.356400502E2,1.411999989E1,3.008999939E2,3.800636530E0,2.500000000E0
5.317460084E2,-2.201096995E1,-4.792703060E1,8.357926911E2,1.403999996E1,2.982000122E2,3.807101011E0,2.500000000E0
5.327460084E2,-2.201090541E1,-4.792714652E1,8.359489994E2,1.419999981E1,3.007999878E2,3.793882608E0,2.500000000E0
5.337460084E2,-2.201082826E1,-4.792726714E1,8.360790763E2,1.444999981E1,3.062000122E2,3.799226999E0,2.500000000E0
5.347460084E2,-2.201074867E1,-4.792737428E1,8.361959553E2,1.475000000E1,3.087999878E2,3.800072908E0,2.500000000E0
5.357460084E2,-2.201066391E1,-4.792748761E1,8.362486360E2,1.485999966E1,3.092000122E2,3.798207760E0,2.500000000E0
5.367460084E2,-2.201058421E1,-4.792759321E1,8.365516704E2,1.435999966E1,3.087999878E2,3.792681694E0,2.500000000E0
5.377460084E2,-2.201050413E1,-4.792769787E1,8.367705974E2,1.390999985E1,3.088999939E2,3.793005943E0,2.500000000E0
5.387460084E2,-2.201042423E1,-4.792780306E1,8.367652819E2,1.303999996E1,3.092000122E2,3.850285769E0,2.500000000E0
5.397460084E2,-2.201035110E1,-4.792789489E1,8.372843600E2,1.190999985E1,3.097000122E2,3.798254967E0,2.500000000E0
5.407460084E2,-2.201028694E1,-4.792797731E1,8.375709992E2,1.047999954E1,3.101000061E2,3.795347929E0,2.500000000E0
5.417460084E2,-2.201023163E1,-4.792804744E1,8.377854744E2,8.829999924E0,3.096000061E2,3.800794363E0,2.500000000E0
5.427460084E2,-2.201018433E1,-4.792810757E1,8.380061580E2,7.280000210E0,3.096000061E2,3.798178196E0,2.500000000E0
5.437460084E2,-2.201014810E1,-4.792815593E1,8.380576309E2,5.719999790E0,3.093999939E2,3.798368216E0,2.500000000E0
5.447460084E2,-2.201011962E1,-4.792819351E1,8.382029580E2,4.599999905E0,3.091000061E2,3.796244383E0,2.500000000E0
5.457460084E2,-2.201009502E1,-4.792822642E1,8.380553082E2,4.420000076E0,3.090000000E2,3.802668810E0,2.500000000E0
5.467460084E2,-2.201006463E1,-4.792826473E1,8.383236842E2,5.539999962E0,3.090000000E2,3.796198606E0,2.500000000E0
5.477460084E2,-2.201002893E1,-4.792831042E1,8.384433909E2,6.800000191E0,3.083999939E2,3.797974586E0,2.500000000E0
5.487460084E2,-2.200998706E1,-4.792836569E1,8.386109646E2,8.170000076E0,3.087000122E2,3.792602301E0,2.500000000E0
5.497460084E2,-2.200993686E1,-4.792843280E1,8.388725520E2,9.029999733E0,3.088999939E2,3.795569897E0,2.500000000E0
5.507460084E2,-2.200988077E1,-4.792850441E1,8.394791193E2,9.909999847E0,3.083999939E2,3.794501066E0,2.500000000E0
5.517460084E2,-2.200982112E1,-4.792858232E1,8.399331085E2,1.072999954E1,3.086000061E2,3.803716183E0,2.500000000E0
5.527460084E2,-2.200975880E1,-4.792866587E1,8.401424773E2,1.134000015E1,3.082999878E2,3.794474602E0,2.500000000E0
5.537460084E2,-2.200969572E1,-4.792875104E1,8.406645927E2,1.161999989E1,3.087000122E2,3.794223547E0,2.500000000E0
5.547460084E2,-2.200962716E1,-4.792884256E1,8.409239018E2,1.197999954E1,3.090000000E2,3.807543516E0,2.500000000E0
5.557460084E2,-2.200955839E1,-4.792893079E1,8.411343790E2,1.221000004E1,3.097999878E2,3.795751095E0,2.500000000E0
5.567460084E2,-2.200948727E1,-4.792902120E1,8.413513301E2,1.232999992E1,3.095000000E2,3.796046019E0,2.500000000E0
5.577460084E2,-2.200941532E1,-4.792911396E1,8.415862289E2,1.222999954E1,3.097000122E2,3.795426846E0,2.500000000E0
5.587460084E2,-2.200934496E1,-4.792920478E1,8.418347961E2,1.205000019E1,3.096000061E2,3.797351599E0,2.500000000E0
5.597460084E2,-2.200927626E1,-4.792929211E1,8.419689783E2,1.196000004E1,3.100000000E2,3.805587769E0,2.500000000E0
5.607460084E2,-2.200920795E1,-4.792937771E1,8.424556972E2,1.168999958E1,3.105000000E2,3.792501926E0,2.500000000E0
5.617460084E2,-2.200913747E1,-4.792945828E1,8.427666303E2,1.117000008E1,3.158999939E2,3.798506975E0,2.500000000E0
5.627460084E2,-2.200905872E1,-4.792952317E1,8.430133411E2,1.053999996E1,3.281000061E2,3.800298691E0,2.500000000E0
5.637460084E2,-2.200897513E1,-4.792956598E1,8.434350777E2,1.001000023E1,3.388999939E2,3.795584679E0,2.500000000E0
5.647460084E2,-2.200889598E1,-4.792960355E1,8.438602231E2,9.449999809E0,3.363999939E2,3.804365158E0,2.500000000E0
5.657460084E2,-2.200882748E1,-4.792965290E1,8.442055416E2,8.920000076E0,3.187000122E2,3.798502684E0,2.500000000E0
5.667460084E2,-2.200878051E1,-4.792972233E1,8.445773591E2,9.079999924E0,2.948999939E2,3.800909996E0,2.500000000E0
5.677460084E2,-2.200875812E1,-4.792980871E1,8.449507675E2,9.579999924E0,2.803999939E2,3.809840202E0,2.500000000E0
5.687460084E2,-2.200873379E1,-4.792990110E1,8.452527733E2,1.031000042E1,2.885000000E2,3.804519415E0,2.500000000E0
5.697460084E2,-2.200869716E1,-4.792999480E1,8.455741978E2,1.115999985E1,2.980000000E2,3.792894125E0,2.500000000E0
5.707460084E2,-2.200864443E1,-4.793009463E1,8.458894146E2,1.182999992E1,3.038999939E2,3.805691481E0,2.500000000E0
5.717460084E2,-2.200858227E1,-4.793019140E1,8.457308791E2,1.243000031E1,3.078999939E2,3.800819635E0,2.500000000E0
5.727460084E2,-2.200851334E1,-4.793028518E1,8.460114313E2,1.280000019E1,3.092000122E2,3.795160532E0,2.500000000E0
5.737460084E2,-2.200843834E1,-4.793038415E1,8.463303238E2,1.263000011E1,3.098999939E2,3.811274529E0,2.500000000E0
5.747460084E2,-2.200836869E1,-4.793047583E1,8.465766943E2,1.211999989E1,3.093999939E2,3.799451351E0,2.500000000E0
5.757460084E2,-2.200830212E1,-4.793056347E1,8.468180531E2,1.151000023E1,3.100000000E2,3.797826529E0,2.500000000E0
5.767460084E2,-2.200823909E1,-4.793064639E1,8.470957810E2,1.101000023E1,3.097999878E2,3.793146133E0,2.500000000E0
5.777460084E2,-2.200817772E1,-4.793072550E1,8.478078294E2,1.038000011E1,3.091000061E2,3.793869257E0,2.500000000E0
5.787460084E2,-2.200811925E1,-4.793080186E1,8.481524409E2,9.550000191E0,3.092000122E2,3.847398281E0,2.500000000E0
5.797460084E2,-2.200806892E1,-4.793086772E1,8.482792612E2,8.470000267E0,3.093999939E2,3.794886589E0,2.500000000E0
5.807460084E2,-2.200802467E1,-4.793092690E1,8.483301419E2,7.079999924E0,3.091000061E2,3.797926188E0,2.500000000E0
5.817460084E2,-2.200798752E1,-4.793097390E1,8.485680151E2,5.639999866E0,3.093999939E2,3.794505358E0,2.500000000E0
5.827460084E2,-2.200795822E1,-4.793101045E1,8.489953239E2,4.579999924E0,3.101000061E2,3.811411619E0,2.500000000E0
5.837460084E2,-2.200793352E1,-4.793104297E1,8.490920584E2,4.489999771E0,3.091000061E2,3.807725430E0,2.500000000E0
5.847460084E2,-2.200790321E1,-4.793108011E1,8.493333334E2,5.570000172E0,3.082000122E2,3.799922466E0,2.500000000E0
5.857460084E2,-2.200786830E1,-4.793112578E1,8.497013305E2,6.820000172E0,3.085000000E2,3.792201519E0,2.500000000E0
5.867460084E2,-2.200782276E1,-4.793118175E1,8.499115099E2,8.119999886E0,3.088999939E2,3.795631170E0,2.500000000E0
5.877460084E2,-2.200777361E1,-4.793124537E1,8.500828825E2,9.020000458E0,3.087999878E2,3.797254086E0,2.500000000E0
5.887460084E2,-2.200771983E1,-4.793131432E1,8.504924236E2,9.930000305E0,3.092000122E2,3.792047262E0,2.500000000E0
5.897460084E2,-2.200765741E1,-4.793139380E1,8.507375541E2,1.068999958E1,3.100000000E2,3.801281214E0,2.500000000E0
5.907460084E2,-2.200759389E1,-4.793147434E1,8.509891564E2,1.128999996E1,3.096000061E2,3.796229124E0,2.500000000E0
5.917460084E2,-2.200752764E1,-4.793155928E1,8.513367129E2,1.153999996E1,3.101000061E2,3.798681736E0,2.500000000E0
5.927460084E2,-2.200746105E1,-4.793164337E1,8.516425206E2,1.168999958E1,3.098999939E2,3.795388222E0,2.500000000E0
5.937460084E2,-2.200739377E1,-4.793173072E1,8.518309010E2,1.163000011E1,3.095000000E2,3.791971922E0,2.500000000E0
5.947460084E2,-2.200732628E1,-4.793181709E1,8.520916681E2,1.117000008E1,3.100000000E2,3.794769526E0,2.500000000E0
5.957460084E2,-2.200726298E1,-4.793189743E1,8.522750326E2,1.076000023E1,3.102999878E2,3.801003456E0,2.500000000E0
5.967460084E2,-2.200720011E1,-4.793197259E1,8.525130783E2,1.022000027E1,3.126000061E2,3.799644947E0,2.500000000E0
5.977460084E2,-2.200713369E1,-4.793203714E1,8.525471341E2,9.550000191E0,3.215000000E2,3.795976162E0,2.500000000E0
5.987460084E2,-2.200706038E1,-4.793207965E1,8.526707678E2,9.069999695E0,3.372000122E2,3.800587416E0,2.500000000E0
5.997460084E2,-2.200698412E1,-4.793209790E1,8.524450094E2,8.840000153E0,3.542000122E2,3.798904896E0,2.500000000E0
6.007460084E2,-2.200690838E1,-4.793209207E1,8.521998128E2,8.640000343E0,1.039999962E1,3.795909643E0,2.500000000E0
6.017460084E2,-2.200683464E1,-4.793206983E1,8.517956599E2,8.470000267E0,2.020000076E1,3.820774794E0,2.500000000E0
6.027460084E2,-2.200676387E1,-4.793203454E1,8.513518166E2,8.369999886E0,2.870000076E1,3.805957317E0,2.500000000E0
6.037460084E2,-2.200669986E1,-4.793199226E1,8.517587907E2,8.270000458E0,3.620000076E1,3.796303749E0,2.500000000E0
6.047460084E2,-2.200664703E1,-4.793194139E1,8.514977784E2,7.969999790E0,4.559999847E1,3.797565937E0,2.500000000E0
6.057460084E2,-2.200659767E1,-4.793188673E1,8.513436930E2,7.329999924E0,4.690000153E1,3.810042381E0,2.500000000E0
6.067460084E2,-2.200655312E1,-4.793184516E1,8.512501669E2,6.380000114E0,4.050000000E1,3.801042318E0,2.500000000E0
6.077460084E2,-2.200651114E1,-4.793181524E1,8.516560426E2,5.059999943E0,3.229999924E1,3.794055223E0,2.500000000E0
6.087460084E2,-2.200647836E1,-4.793179691E1,8.514242308E2,3.450000048E0,2.710000038E1,3.798973322E0,2.500000000E0
6.097460084E2,-2.200645744E1,-4.793178636E1,8.518317026E2,1.690000057E0,2.420000076E1,3.797590017E0,2.500000000E0
6.107460084E2,-2.200644917E1,-4.793178426E1,8.513695474E2,6.899999976E-1,2.389999962E1,3.927496910E0,2.500000000E0
6.117460084E2,-2.200644311E1,-4.793178236E1,8.512257502E2,1.159999967E0,2.279999924E1,3.796534300E0,2.500000000E0
6.127460084E2,-2.200642804E1,-4.793177459E1,8.514271669E2,2.240000010E0,2.250000000E1,3.829702139E0,2.500000000E0
6.137460084E2,-2.200640174E1,-4.793176116E1,8.514049514E2,3.779999971E0,2.479999924E1,3.821697235E0,2.500000000E0
6.147460084E2,-2.200636211E1,-4.793174449E1,8.512145278E2,4.989999771E0,2.239999962E1,3.899276018E0,2.500000000E0
6.157460084E2,-2.200631019E1,-4.793173097E1,8.510633006E2,6.570000172E0,1.160000038E1,3.804262877E0,2.500000000E0
6.167460084E2,-2.200624412E1,-4.793172568E1,8.509511550E2,7.880000114E0,8.999999762E-1,3.799619198E0,2.500000000E0
6.177460084E2,-2.200617127E1,-4.793172491E1,8.507090143E2,8.550000191E0,2.599999905E0,3.800115347E0,2.500000000E0
6.187460084E2,-2.200608983E1,-4.793171349E1,8.503540736E2,9.310000420E0,1.269999981E1,3.795605659E0,2.500000000E0
6.197460084E2,-2.200600642E1,-4.793168072E1,8.500904174E2,1.007999992E1,2.179999924E1,3.793143272E0,2.500000000E0
6.207460084E2,-2.200591951E1,-4.793164189E1,8.499783676E2,1.085999966E1,2.360000038E1,3.793195963E0,2.500000000E0
6.217460084E2,-2.200582311E1,-4.793159594E1,8.497507150E2,1.151000023E1,2.320000076E1,3.796649218E0,2.500000000E0
6.227460084E2,-2.200572674E1,-4.793154998E1,8.493378817E2,1.202000046E1,2.329999924E1,3.793387413E0,2.500000000E0
6.237460084E2,-2.200562452E1,-4.793150162E1,8.490617681E2,1.257999992E1,2.350000000E1,3.798284531E0,2.500000000E0
6.247460084E2,-2.200551962E1,-4.793145139E1,8.486705418E2,1.286999989E1,2.379999924E1,3.793197393E0,2.500000000E0
6.257460084E2,-2.200541218E1,-4.793139855E1,8.483470630E2,1.290999985E1,2.429999924E1,3.793427467E0,2.500000000E0
6.267460084E2,-2.200530584E1,-4.793134683E1,8.479396005E2,1.290999985E1,2.450000000E1,3.803215265E0,2.500000000E0
6.277460084E2,-2.200519996E1,-4.793129483E1,8.474918541E2,1.285000038E1,2.410000038E1,3.796145201E0,2.500000000E0
6.287460084E2,-2.200509263E1,-4.793124018E1,8.468751602E2,1.302999973E1,2.420000076E1,3.792985916E0,2.500000000E0
6.297460084E2,-2.200498448E1,-4.793118754E1,8.463199927E2,1.307999992E1,2.420000076E1,3.793423176E0,2.500000000E0
