"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.764786432E1,1.116355360E-1,-1.970038936E-2,-3.100138716E-2
2.764997093E1,1.116355360E-1,-6.261364091E-3,-2.855792828E-2
2.765207755E1,1.067486182E-1,3.512472380E-3,-2.489273995E-2
2.765418422E1,9.941824526E-2,2.183841541E-2,-2.611446939E-2
2.765629083E1,9.819651395E-2,3.283398226E-2,-2.855792828E-2
2.765839744E1,9.086613357E-2,4.505127668E-2,-3.344484791E-2
2.766050411E1,8.231402934E-2,5.726857483E-2,-3.833176568E-2
2.766261072E1,7.131846249E-2,6.459894776E-2,-4.932733253E-2
2.766471734E1,5.665770918E-2,7.559451461E-2,-6.032289565E-2
2.766682401E1,4.688387364E-2,8.536835015E-2,-7.376192510E-2
2.766893062E1,3.466657549E-2,9.025526792E-2,-8.842267841E-2
2.767103724E1,1.878409274E-2,9.880737960E-2,-1.030834317E-1
2.767314385E1,4.123337101E-3,1.061377525E-1,-1.189659163E-1
2.767525052E1,-1.664606482E-2,1.146898642E-1,-1.336266696E-1
2.767735713E1,-3.252854943E-2,1.244636998E-1,-1.470656991E-1
2.767946375E1,-4.596757516E-2,1.317940801E-1,-1.605047137E-1
2.768157041E1,-6.673697382E-2,1.391244531E-1,-1.715002805E-1
2.768367703E1,-8.261945844E-2,1.440113783E-1,-1.812741160E-1
2.768578364E1,-9.850194305E-2,1.452330947E-1,-1.898262352E-1
2.768789031E1,-1.156061590E-1,1.513417512E-1,-1.959348768E-1
2.768999692E1,-1.278234571E-1,1.562286615E-1,-1.983783394E-1
2.769210354E1,-1.400407553E-1,1.574503928E-1,-1.996000707E-1
2.769421020E1,-1.485928595E-1,1.672242284E-1,-1.983783394E-1
2.769631682E1,-1.583666950E-1,1.708894223E-1,-1.959348768E-1
2.769842343E1,-1.632536054E-1,1.794415265E-1,-1.910479665E-1
2.770053005E1,-1.681405306E-1,1.843284518E-1,-1.824958473E-1
2.770263672E1,-1.766926348E-1,1.867718995E-1,-1.715002805E-1
2.770474333E1,-1.766926348E-1,1.916588247E-1,-1.617264450E-1
2.770684994E1,-1.779143661E-1,1.916588247E-1,-1.470656991E-1
2.770895656E1,-1.742491722E-1,1.928805560E-1,-1.336266696E-1
2.771106322E1,-1.718057245E-1,1.831067204E-1,-1.201876476E-1
2.771316984E1,-1.681405306E-1,1.806632578E-1,-1.055268943E-1
2.771527651E1,-1.583666950E-1,1.708894223E-1,-8.842267841E-2
2.771738312E1,-1.510363221E-1,1.647807807E-1,-7.131846249E-2
2.771948974E1,-1.424842030E-1,1.598938555E-1,-5.177079141E-2
2.772159635E1,-1.314886510E-1,1.525634825E-1,-3.222311661E-2
2.772370296E1,-1.204930767E-1,1.464548260E-1,-1.267544460E-2
2.772580963E1,-1.070540547E-1,1.440113783E-1,5.650499370E-3
2.772791625E1,-9.850194305E-2,1.440113783E-1,2.519817278E-2
2.773002291E1,-8.750637621E-2,1.366809905E-1,4.474584386E-2
2.773212953E1,-7.528908551E-2,1.342375278E-1,6.185005978E-2
2.773423614E1,-6.795870513E-2,1.305723488E-1,7.773254067E-2
2.773634276E1,-5.940660089E-2,1.354592592E-1,9.361502528E-2
2.773844942E1,-4.963276163E-2,1.354592592E-1,1.094975099E-1
2.774055604E1,-4.352411628E-2,1.330158114E-1,1.241582632E-1
2.774266265E1,-3.863719851E-2,1.342375278E-1,1.388190240E-1
2.774476932E1,-3.497200832E-2,1.305723488E-1,1.498145908E-1
2.774687593E1,-3.130681813E-2,1.281288862E-1,1.595884264E-1
2.774898255E1,-2.886336111E-2,1.244636998E-1,1.693622619E-1
2.775108922E1,-2.764163166E-2,1.232419685E-1,1.766926348E-1
2.775319583E1,-2.764163166E-2,1.171333194E-1,1.828012913E-1
2.775530244E1,-3.008509055E-2,1.122464016E-1,1.876882017E-1
2.775740911E1,-3.252854943E-2,1.073594838E-1,1.889099330E-1
2.775951572E1,-3.497200832E-2,1.061377525E-1,1.901316643E-1
2.776162234E1,-3.985892609E-2,1.049160287E-1,1.864664704E-1
2.776372901E1,-4.474584386E-2,1.000291109E-1,1.803578287E-1
2.776583562E1,-5.085449293E-2,9.880737960E-2,1.718057245E-1
2.776794224E1,-5.696314201E-2,9.269873053E-2,1.620318890E-1
2.777004890E1,-6.307178736E-2,8.781181276E-2,1.485928595E-1
2.777215552E1,-7.040216774E-2,8.170316368E-2,1.339320987E-1
2.777426213E1,-7.773254067E-2,7.803797722E-2,1.180496216E-1
2.777636875E1,-8.384118974E-2,7.437278330E-2,1.033888608E-1
2.777847536E1,-9.117157012E-2,6.826414168E-2,8.750637621E-2
2.778058203E1,-9.605848789E-2,6.582067907E-2,7.162389904E-2
2.778268864E1,-9.972367436E-2,6.582067907E-2,5.451968312E-2
2.778479526E1,-1.021671370E-1,5.849030241E-2,3.741546720E-2
2.778690192E1,-1.021671370E-1,5.238165334E-2,2.397644334E-2
2.778900854E1,-9.972367436E-2,4.993819445E-2,1.175914705E-2
2.779111515E1,-9.483675659E-2,4.627300799E-2,7.635809598E-4
2.779322182E1,-8.750637621E-2,4.749473557E-2,-7.788525894E-3
2.779532843E1,-7.895427197E-2,4.993819445E-2,-1.389717404E-2
2.779743505E1,-6.918043643E-2,5.115992576E-2,-1.634063199E-2
2.779954166E1,-5.451968312E-2,5.360338464E-2,-1.878409274E-2
2.780164833E1,-3.863719851E-2,5.482511222E-2,-1.634063199E-2
2.780375494E1,-2.031125315E-2,5.726857483E-2,-1.267544460E-2
2.780586156E1,-7.635809598E-4,6.093376130E-2,-6.566796452E-3
2.780796817E1,1.511890348E-2,6.826414168E-2,1.985310577E-3
2.781007484E1,3.344484791E-2,7.315105945E-2,9.315688163E-3
2.781218145E1,5.054906011E-2,7.437278330E-2,2.153298259E-2
2.781428807E1,6.520981342E-2,7.681624591E-2,3.252854943E-2
2.781639474E1,7.987056673E-2,7.925970852E-2,4.596757516E-2
2.781850135E1,9.330959618E-2,7.803797722E-2,5.940660089E-2
2.782060802E1,1.067486182E-1,7.803797722E-2,7.406735420E-2
2.782271458E1,1.201876476E-1,7.559451461E-2,8.872810751E-2
2.782482125E1,1.324049383E-1,7.803797722E-2,1.009454057E-1
2.782692786E1,1.470656991E-1,7.803797722E-2,1.143844277E-1
2.782903453E1,1.605047137E-1,7.803797722E-2,1.241582632E-1
2.783114114E1,1.727220118E-1,8.048143238E-2,1.327103674E-1
2.783324776E1,1.886045039E-1,8.292489499E-2,1.400407553E-1
2.783535442E1,2.044869810E-1,8.781181276E-2,1.437059343E-1
2.783746104E1,2.154825479E-1,9.025526792E-2,1.449276656E-1
2.783956765E1,2.276998460E-1,9.147699922E-2,1.449276656E-1
2.784167427E1,2.362519503E-1,9.147699922E-2,1.400407553E-1
2.784378093E1,2.484692484E-1,9.514218569E-2,1.327103674E-1
2.784588755E1,2.545779049E-1,9.514218569E-2,1.229365394E-1
2.784799416E1,2.582430840E-1,9.514218569E-2,1.107192412E-1
2.785010078E1,2.619082630E-1,9.636391699E-2,9.850194305E-2
2.785220744E1,2.619082630E-1,8.903354406E-2,8.628465235E-2
2.785431406E1,2.570213675E-1,8.414662629E-2,7.040216774E-2
2.785642067E1,2.533561587E-1,7.315105945E-2,5.574141070E-2
2.785852734E1,2.484692484E-1,5.971203372E-2,4.108065739E-2
2.786063395E1,2.411388755E-1,4.505127668E-2,2.641990222E-2
2.786274062E1,2.325867712E-1,2.550360374E-2,1.175914705E-2
2.786484724E1,2.240346521E-1,8.399390616E-3,-4.123337101E-3
2.786695385E1,2.154825479E-1,-1.359174121E-2,-1.756236330E-2
2.786906046E1,2.069304436E-1,-3.313941509E-2,-3.344484791E-2
2.787116713E1,1.971566081E-1,-5.513054505E-2,-4.810560122E-2
2.787327375E1,1.849393100E-1,-7.712167501E-2,-6.398808211E-2
2.787538036E1,1.702785641E-1,-1.027780026E-1,-7.620538026E-2
2.787748703E1,1.605047137E-1,-1.259908676E-1,-8.964440972E-2
2.787959364E1,1.482874304E-1,-1.455385387E-1,-1.018617004E-1
2.788170026E1,1.372918636E-1,-1.699731201E-1,-1.116355360E-1
2.788380687E1,1.262962967E-1,-1.895207912E-1,-1.201876476E-1
2.788591354E1,1.153007299E-1,-2.115119249E-1,-1.275180280E-1
2.788802015E1,1.104138121E-1,-2.310595959E-1,-1.311832070E-1
2.789012677E1,1.055268943E-1,-2.591593862E-1,-1.360701323E-1
2.789223343E1,1.018617004E-1,-2.787070572E-1,-1.372918636E-1
2.789434005E1,1.043051630E-1,-2.994764447E-1,-1.385135949E-1
2.789644666E1,1.055268943E-1,-3.263545036E-1,-1.360701323E-1
2.789855333E1,1.104138121E-1,-3.507890999E-1,-1.324049383E-1
2.790065994E1,1.189659163E-1,-3.727802336E-1,-1.238528341E-1
2.790276656E1,1.250745654E-1,-3.959930837E-1,-1.165224537E-1
2.790487323E1,1.348484010E-1,-4.167625010E-1,-1.067486182E-1
2.790697984E1,1.458439678E-1,-4.387536347E-1,-9.575305134E-2
2.790908645E1,1.580612659E-1,-4.583013058E-1,-8.353576064E-2
2.791119312E1,1.702785641E-1,-4.754055142E-1,-7.131846249E-2
2.791329974E1,1.800523996E-1,-4.961749315E-1,-5.910116807E-2
2.791540635E1,1.873827726E-1,-5.108356476E-1,-4.566214234E-2
2.791751302E1,1.983783394E-1,-5.254964232E-1,-3.222311661E-2
2.791961963E1,2.057087123E-1,-5.413789153E-1,-2.000582218E-2
2.792172625E1,2.105956376E-1,-5.511527658E-1,-9.010255337E-3
2.792383286E1,2.167042792E-1,-5.597048402E-1,7.635809598E-4
2.792593948E1,2.191477418E-1,-5.682569742E-1,1.298087649E-2
2.792804614E1,2.191477418E-1,-5.768090487E-1,2.031125315E-2
2.793015276E1,2.167042792E-1,-5.816959739E-1,2.764163166E-2
2.793225937E1,2.154825479E-1,-5.768090487E-1,3.375028074E-2
2.793436604E1,2.118173689E-1,-5.707004070E-1,3.741546720E-2
2.793647265E1,2.008218020E-1,-5.621483326E-1,3.985892609E-2
2.793857927E1,1.934914142E-1,-5.462658405E-1,3.741546720E-2
2.794068588E1,1.800523996E-1,-5.279398561E-1,3.130681813E-2
2.794279255E1,1.605047137E-1,-5.108356476E-1,2.031125315E-2
2.794489916E1,1.434005052E-1,-4.876227975E-1,5.650499370E-3
2.794700583E1,1.226311028E-1,-4.717403352E-1,-1.267544460E-2
2.794911244E1,9.819651395E-2,-4.534143806E-1,-3.344484791E-2
2.795121906E1,7.009673119E-2,-4.326449931E-1,-6.032289565E-2
2.795332567E1,4.199695215E-2,-4.094321132E-1,-8.842267841E-2
2.795543234E1,1.023198478E-2,-3.874409795E-1,-1.201876476E-1
2.795753895E1,-2.397644334E-2,-3.703367710E-1,-1.556178033E-1
2.795964557E1,-5.940660089E-2,-3.495673835E-1,-1.934914142E-1
2.796175224E1,-9.483675659E-2,-3.349066079E-1,-2.313650399E-1
2.796385885E1,-1.339320987E-1,-3.214675784E-1,-2.704603672E-1
2.796596546E1,-1.705839932E-1,-3.092502952E-1,-3.083339930E-1
2.796807208E1,-2.084576041E-1,-3.006981909E-1,-3.486510813E-1
2.797017875E1,-2.451094985E-1,-2.933678031E-1,-3.865246773E-1
2.797228536E1,-2.842048407E-1,-2.909243405E-1,-4.231765866E-1
2.797439198E1,-3.208567202E-1,-2.884808779E-1,-4.573850036E-1
2.797649864E1,-3.587303460E-1,-2.921460867E-1,-4.903717041E-1
2.797860526E1,-3.929387629E-1,-2.933678031E-1,-5.196931958E-1
2.798071187E1,-4.271472096E-1,-2.994764447E-1,-5.465712547E-1
2.798281854E1,-4.613556266E-1,-3.092502952E-1,-5.697841048E-1
2.798492515E1,-4.931205809E-1,-3.153589368E-1,-5.905535221E-1
2.798703177E1,-5.212203860E-1,-3.226893246E-1,-6.101012230E-1
2.798913843E1,-5.505418777E-1,-3.361283541E-1,-6.259836555E-1
2.799124505E1,-5.774199367E-1,-3.483456373E-1,-6.394227147E-1
2.799335166E1,-5.994110703E-1,-3.556760252E-1,-6.504182816E-1
2.799545833E1,-6.189587116E-1,-3.654498458E-1,-6.614138484E-1
2.799756494E1,-6.323977709E-1,-3.740019500E-1,-6.687442064E-1
2.799967156E1,-6.470585465E-1,-3.776671588E-1,-6.736311316E-1
2.800177817E1,-6.580541134E-1,-3.801106215E-1,-6.772963405E-1
2.800388484E1,-6.666061878E-1,-3.813323379E-1,-6.785180569E-1
2.800599145E1,-6.690496206E-1,-3.788888752E-1,-6.760746241E-1
2.800809807E1,-6.727148294E-1,-3.788888752E-1,-6.736311316E-1
2.801020474E1,-6.763800383E-1,-3.776671588E-1,-6.663007736E-1
2.801231135E1,-6.727148294E-1,-3.788888752E-1,-6.589703560E-1
2.801441797E1,-6.666061878E-1,-3.740019500E-1,-6.516399980E-1
2.801652458E1,-6.617192626E-1,-3.727802336E-1,-6.394227147E-1
2.801863125E1,-6.519454122E-1,-3.678933084E-1,-6.272054315E-1
2.802073786E1,-6.360629797E-1,-3.642281294E-1,-6.137663722E-1
2.802284448E1,-6.201804876E-1,-3.593412042E-1,-6.015490890E-1
2.802495114E1,-5.981893539E-1,-3.507890999E-1,-5.856665969E-1
2.802705776E1,-5.749764442E-1,-3.471239209E-1,-5.746710300E-1
2.802916437E1,-5.468766689E-1,-3.397935331E-1,-5.575668216E-1
2.803127104E1,-5.175551772E-1,-3.275762498E-1,-5.404626131E-1
2.803337765E1,-4.796815813E-1,-3.190241456E-1,-5.258018374E-1
2.803548427E1,-4.442514181E-1,-3.031416535E-1,-5.086976290E-1
2.803759088E1,-4.051560760E-1,-2.872591615E-1,-4.928151667E-1
2.803969755E1,-3.660607338E-1,-2.713766694E-1,-4.757109582E-1
2.804180416E1,-3.233001828E-1,-2.554942071E-1,-4.598284662E-1
2.804391078E1,-2.793179154E-1,-2.408334464E-1,-4.439459741E-1
2.804601744E1,-2.365573794E-1,-2.176205814E-1,-4.305069447E-1
2.804812406E1,-1.913533956E-1,-1.992946416E-1,-4.158461988E-1
2.805023067E1,-1.473711282E-1,-1.736383140E-1,-4.036289155E-1
2.805233729E1,-1.021671370E-1,-1.504254490E-1,-3.950767815E-1
2.805444395E1,-5.818486959E-2,-1.247691289E-1,-3.901898861E-1
2.805655057E1,-1.664606482E-2,-9.666935354E-2,-3.828594983E-1
2.805865718E1,2.611446939E-2,-7.223475724E-2,-3.816377819E-1
2.806076385E1,6.276635826E-2,-4.902189970E-2,-3.816377819E-1
2.806287047E1,9.941824526E-2,-2.580903657E-2,-3.828594983E-1
2.806497708E1,1.324049383E-1,-3.817904973E-3,-3.853029609E-1
2.806708375E1,1.629481763E-1,1.328630932E-2,-3.889681399E-1
2.806919036E1,1.922696829E-1,2.794706449E-2,-3.938550651E-1
2.807129698E1,2.191477418E-1,4.627300799E-2,-3.987419903E-1
2.807340364E1,2.435823381E-1,5.971203372E-2,-4.024071693E-1
2.807551026E1,2.643517256E-1,7.437278330E-2,-4.072940946E-1
2.807761687E1,2.851211429E-1,8.781181276E-2,-4.121810198E-1
2.807972349E1,3.034470677E-1,9.758564830E-2,-4.219548404E-1
2.808183015E1,3.217730224E-1,1.049160287E-1,-4.292852283E-1
2.808393677E1,3.327685893E-1,1.098029464E-1,-4.390590489E-1
2.808604338E1,3.498727977E-1,1.122464016E-1,-4.476111531E-1
2.808815000E1,3.645335436E-1,1.146898642E-1,-4.537198246E-1
2.809025666E1,3.791943192E-1,1.171333194E-1,-4.622719288E-1
2.809236328E1,3.914116025E-1,1.134681329E-1,-4.696022868E-1
2.809446994E1,4.072940946E-1,1.146898642E-1,-4.757109582E-1
2.809657656E1,4.195113778E-1,1.122464016E-1,-4.805978537E-1
2.809868317E1,4.329504073E-1,1.073594838E-1,-4.867065251E-1
2.810078979E1,4.439459741E-1,1.036942974E-1,-4.915934205E-1
2.810289645E1,4.512763619E-1,1.000291109E-1,-4.952586293E-1
2.810500307E1,4.598284662E-1,9.758564830E-2,-5.001455545E-1
2.810710974E1,4.671588540E-1,9.147699922E-2,-5.025889874E-1
2.810921635E1,4.708240330E-1,8.659008145E-2,-5.062541962E-1
2.811132297E1,4.708240330E-1,7.559451461E-2,-5.099193454E-1
2.811342958E1,4.732674956E-1,6.704241037E-2,-5.160280466E-1
2.811553625E1,4.696022868E-1,5.482511222E-2,-5.221366882E-1
2.811764286E1,4.610501826E-1,4.382954910E-2,-5.282453299E-1
2.811974948E1,4.549415410E-1,3.772090003E-2,-5.380191803E-1
2.812185614E1,4.439459741E-1,2.916879393E-2,-5.465712547E-1
2.812396276E1,4.268417656E-1,1.939495653E-2,-5.551233888E-1
2.812606937E1,4.121810198E-1,1.084284950E-2,-5.685623884E-1
2.812817599E1,3.938550651E-1,-1.527161949E-4,-5.795579553E-1
2.813028265E1,3.706422150E-1,-1.481347065E-2,-5.917752385E-1
2.813238927E1,3.462076187E-1,-2.458730713E-2,-6.064360142E-1
2.813449588E1,3.217730224E-1,-3.680460155E-2,-6.223185062E-1
2.813660255E1,2.948949635E-1,-4.902189970E-2,-6.406444311E-1
2.813870916E1,2.655734718E-1,-6.368265301E-2,-6.577486396E-1
2.814081578E1,2.362519503E-1,-7.101303339E-2,-6.748528481E-1
2.814292244E1,2.105956376E-1,-7.589995116E-2,-6.956222653E-1
2.814502906E1,1.837175786E-1,-8.078686893E-2,-7.139481902E-1
2.814713567E1,1.617264450E-1,-8.933897316E-2,-7.347176075E-1
2.814924234E1,1.385135949E-1,-9.056070447E-2,-7.554870248E-1
2.815134890E1,1.201876476E-1,-8.567378670E-2,-7.750346661E-1
2.815345557E1,1.055268943E-1,-7.956513762E-2,-7.945823669E-1
2.815556218E1,9.575305134E-2,-7.345648855E-2,-8.129082918E-1
2.815766885E1,8.964440972E-2,-6.490438432E-2,-8.300125003E-1
2.815977547E1,8.597921580E-2,-4.780016840E-2,-8.458949924E-1
2.816188208E1,8.842267841E-2,-3.558287397E-2,-8.617774844E-1
2.816398875E1,9.208786488E-2,-1.847865991E-2,-8.752164841E-1
2.816609536E1,9.819651395E-2,-5.039634649E-3,-8.862120509E-1
2.816820198E1,1.116355360E-1,1.450803876E-2,-8.972076178E-1
2.817030864E1,1.201876476E-1,2.916879393E-2,-9.057597518E-1
2.817241526E1,1.311832070E-1,4.871646687E-2,-9.118683934E-1
2.817452187E1,1.434005052E-1,6.337722391E-2,-9.155336022E-1
2.817662849E1,1.568395346E-1,8.659008145E-2,-9.179770350E-1
2.817873510E1,1.690568328E-1,1.012508348E-1,-9.191987514E-1
2.818084177E1,1.812741160E-1,1.183550507E-1,-9.167553186E-1
2.818294838E1,1.886045039E-1,1.281288862E-1,-9.155336022E-1
2.818505500E1,1.983783394E-1,1.501200199E-1,-9.130901098E-1
2.818716166E1,2.069304436E-1,1.635590494E-1,-9.094249606E-1
2.818926828E1,2.118173689E-1,1.708894223E-1,-9.045380354E-1
2.819137489E1,2.142608166E-1,1.806632578E-1,-9.008728266E-1
2.819348156E1,2.179260105E-1,1.953240186E-1,-8.959859014E-1
2.819558817E1,2.179260105E-1,2.050978541E-1,-8.910989761E-1
2.819769479E1,2.154825479E-1,2.124282271E-1,-8.862120509E-1
2.819980140E1,2.118173689E-1,2.197586000E-1,-8.825469017E-1
2.820190807E1,2.105956376E-1,2.258672565E-1,-8.788816929E-1
2.820401468E1,2.057087123E-1,2.295324355E-1,-8.752164841E-1
2.820612130E1,2.020435184E-1,2.356410921E-1,-8.764382601E-1
2.820822797E1,1.983783394E-1,2.441931963E-1,-8.752164841E-1
2.821033458E1,1.947131455E-1,2.478583902E-1,-8.752164841E-1
2.821244125E1,1.922696829E-1,2.588539422E-1,-8.764382601E-1
2.821454786E1,1.873827726E-1,2.686277926E-1,-8.764382601E-1
2.821665448E1,1.873827726E-1,2.832885385E-1,-8.764382601E-1
2.821876114E1,1.800523996E-1,2.820668221E-1,-8.776599765E-1
2.822086776E1,1.727220118E-1,2.881754637E-1,-8.801034093E-1
2.822297437E1,1.678351015E-1,2.906189263E-1,-8.825469017E-1
2.822508098E1,1.592829973E-1,2.869537175E-1,-8.837686181E-1
2.822718760E1,1.519526094E-1,2.857320011E-1,-8.849903345E-1
2.822929427E1,1.446222365E-1,2.881754637E-1,-8.849903345E-1
2.823140088E1,1.372918636E-1,2.906189263E-1,-8.849903345E-1
2.823350750E1,1.336266696E-1,2.930623889E-1,-8.813251853E-1
2.823561416E1,1.250745654E-1,2.955058515E-1,-8.801034093E-1
2.823772078E1,1.189659163E-1,2.955058515E-1,-8.788816929E-1
2.823982739E1,1.116355360E-1,2.979492843E-1,-8.776599765E-1
2.824193406E1,1.067486182E-1,2.991710305E-1,-8.764382601E-1
2.824404067E1,1.018617004E-1,2.955058515E-1,-8.752164841E-1
2.824614729E1,9.697478265E-2,3.003927469E-1,-8.715513349E-1
2.824825395E1,9.330959618E-2,2.991710305E-1,-8.691078424E-1
2.825036057E1,8.964440972E-2,2.906189263E-1,-8.642209172E-1
2.825246718E1,8.475748450E-2,2.893971801E-1,-8.605557680E-1
2.825457380E1,8.475748450E-2,2.869537175E-1,-8.581122756E-1
2.825668047E1,8.353576064E-2,2.796233594E-1,-8.556688428E-1
2.825878708E1,7.987056673E-2,2.710712552E-1,-8.532254100E-1
2.826089375E1,8.353576064E-2,2.612974048E-1,-8.507819176E-1
2.826300031E1,8.475748450E-2,2.515235841E-1,-8.483384848E-1
2.826510698E1,8.597921580E-2,2.429714650E-1,-8.434515595E-1
2.826721359E1,8.964440972E-2,2.344193608E-1,-8.410080671E-1
2.826932020E1,9.453132749E-2,2.209803313E-1,-8.361211419E-1
2.827142687E1,9.941824526E-2,2.099847645E-1,-8.336777091E-1
2.827353348E1,1.079703495E-1,1.977674663E-1,-8.300125003E-1
2.827564010E1,1.140789986E-1,1.855501831E-1,-8.287907839E-1
2.827774677E1,1.201876476E-1,1.721111536E-1,-8.275690675E-1
2.827985338E1,1.311832070E-1,1.611155868E-1,-8.275690675E-1
2.828196000E1,1.434005052E-1,1.452330947E-1,-8.263473511E-1
2.828406666E1,1.543960720E-1,1.305723488E-1,-8.251255751E-1
2.828617328E1,1.666133702E-1,1.244636998E-1,-8.263473511E-1
2.828827989E1,1.763872057E-1,1.134681329E-1,-8.275690675E-1
2.829038651E1,1.873827726E-1,1.049160287E-1,-8.287907839E-1
2.829249317E1,1.971566081E-1,9.636391699E-2,-8.300125003E-1
2.829459979E1,2.081521749E-1,8.659008145E-2,-8.348994255E-1
2.829670640E1,2.154825479E-1,7.925970852E-2,-8.385646343E-1
2.829881307E1,2.240346521E-1,7.315105945E-2,-8.422298431E-1
2.830091968E1,2.325867712E-1,6.459894776E-2,-8.446732759E-1
2.830302630E1,2.386954129E-1,5.482511222E-2,-8.495602012E-1
2.830513297E1,2.423606068E-1,4.627300799E-2,-8.532254100E-1
2.830723958E1,2.496909797E-1,3.649916872E-2,-8.593340516E-1
2.830934619E1,2.533561587E-1,3.039052337E-2,-8.617774844E-1
2.831145281E1,2.570213675E-1,2.672533318E-2,-8.678861260E-1
2.831355948E1,2.545779049E-1,1.817322709E-2,-8.715513349E-1
2.831566609E1,2.545779049E-1,1.206457894E-2,-8.764382601E-1
2.831777270E1,2.545779049E-1,5.955931731E-3,-8.788816929E-1
2.831987937E1,2.496909797E-1,-2.596175298E-3,-8.825469017E-1
2.832198598E1,2.460257858E-1,-5.039634649E-3,-8.862120509E-1
2.832409260E1,2.399171442E-1,-1.359174121E-2,-8.886555433E-1
2.832619927E1,2.325867712E-1,-1.481347065E-2,-8.886555433E-1
2.832830588E1,2.228129357E-1,-2.336557768E-2,-8.898772597E-1
2.833041250E1,2.130390853E-1,-3.191768378E-2,-8.923207521E-1
2.833251911E1,2.044869810E-1,-3.558287397E-2,-8.935424685E-1
2.833462578E1,1.947131455E-1,-4.169152305E-2,-8.959859014E-1
2.833673239E1,1.824958473E-1,-4.413498193E-2,-8.972076178E-1
2.833883906E1,1.751654744E-1,-4.902189970E-2,-8.984293938E-1
2.834094567E1,1.666133702E-1,-4.902189970E-2,-8.996511102E-1
2.834305229E1,1.605047137E-1,-5.146535859E-2,-9.008728266E-1
2.834515890E1,1.531743407E-1,-5.513054505E-2,-9.020945430E-1
2.834726557E1,1.495091617E-1,-5.146535859E-2,-9.045380354E-1
2.834937218E1,1.470656991E-1,-5.146535859E-2,-9.057597518E-1
2.835147880E1,1.421787739E-1,-5.146535859E-2,-9.118683934E-1
2.835358547E1,1.434005052E-1,-4.780016840E-2,-9.167553186E-1
2.835569208E1,1.409570426E-1,-4.535670951E-2,-9.191987514E-1
2.835779869E1,1.409570426E-1,-3.802633286E-2,-9.253074527E-1
2.835990531E1,1.421787739E-1,-4.169152305E-2,-9.301943183E-1
2.836201198E1,1.446222365E-1,-3.191768378E-2,-9.363030195E-1
2.836411859E1,1.482874304E-1,-2.825249545E-2,-9.448550940E-1
2.836622526E1,1.531743407E-1,-2.947422490E-2,-9.509637356E-1
2.836833187E1,1.543960720E-1,-1.970038936E-2,-9.607375860E-1
2.837043848E1,1.605047137E-1,-1.847865991E-2,-9.692896605E-1
2.837254510E1,1.629481763E-1,-1.603520103E-2,-9.766200781E-1
2.837465177E1,1.678351015E-1,-1.847865991E-2,-9.839504361E-1
2.837675838E1,1.727220118E-1,-1.481347065E-2,-9.912807941E-1
2.837886500E1,1.751654744E-1,-1.359174121E-2,-9.973894954E-1
2.838097161E1,1.788306683E-1,-9.926552884E-3,-1.001054645E0
2.838307828E1,1.824958473E-1,-7.483093534E-3,-1.005941629E0
2.838518489E1,1.824958473E-1,-7.483093534E-3,-1.010828495E0
2.838729151E1,1.824958473E-1,-6.261364091E-3,-1.015715361E0
2.838939817E1,1.812741160E-1,-1.374445739E-3,-1.018158913E0
2.839150479E1,1.824958473E-1,-1.527161949E-4,-1.021824002E0
2.839361140E1,1.788306683E-1,-1.527161949E-4,-1.025489211E0
2.839571802E1,1.800523996E-1,-1.527161949E-4,-1.026710987E0
2.839782468E1,1.824958473E-1,1.069013379E-3,-1.031597853E0
2.839993130E1,1.837175786E-1,2.290742937E-3,-1.035263062E0
2.840203791E1,1.824958473E-1,2.290742937E-3,-1.037706494E0
2.840414458E1,1.837175786E-1,3.512472380E-3,-1.043815136E0
2.840625119E1,1.849393100E-1,1.206457894E-2,-1.048702121E0
2.840835781E1,1.837175786E-1,1.450803876E-2,-1.054810762E0
2.841046448E1,1.849393100E-1,1.817322709E-2,-1.058475971E0
2.841257109E1,1.812741160E-1,2.428187430E-2,-1.062141180E0
2.841467770E1,1.812741160E-1,3.283398226E-2,-1.065806270E0
2.841678437E1,1.776089370E-1,3.527744114E-2,-1.065806270E0
2.841889098E1,1.800523996E-1,4.260781780E-2,-1.067028046E0
2.842099760E1,1.812741160E-1,4.871646687E-2,-1.063362837E0
2.842310422E1,1.812741160E-1,5.849030241E-2,-1.062141180E0
2.842521088E1,1.861610413E-1,6.459894776E-2,-1.059697628E0
2.842731750E1,1.898262352E-1,7.681624591E-2,-1.054810762E0
2.842942411E1,1.910479665E-1,8.781181276E-2,-1.049923897E0
2.843153078E1,1.959348768E-1,9.880737960E-2,-1.045036912E0
2.843363739E1,1.971566081E-1,1.134681329E-1,-1.038928270E0
2.843574401E1,1.996000707E-1,1.244636998E-1,-1.032819629E0
2.843785062E1,1.959348768E-1,1.379027218E-1,-1.026710987E0
2.843995729E1,1.947131455E-1,1.550069451E-1,-1.020602345E0
2.844206390E1,1.886045039E-1,1.660024971E-1,-1.016937137E0
2.844417052E1,1.800523996E-1,1.794415265E-1,-1.013271928E0
2.844627718E1,1.678351015E-1,1.953240186E-1,-1.007163286E0
2.844838380E1,1.519526094E-1,2.075413018E-1,-1.003498077E0
2.845049041E1,1.348484010E-1,2.258672565E-1,-9.986112118E-1
2.845259708E1,1.165224537E-1,2.380845547E-1,-9.973894954E-1
